"id","Количество.комнат","Студия","Общая.площадь","Этаж","Этажей.в.доме","Парковка","Цена","Без.ремонта","Дизайнерский","Евроремонт","Косметический","Балкон","Лоджия","Совмещенный.санузел","Раздельный.санузел","Лифт","Грузовой.лифт","Мусоропровод","Год.постройки","Аварийный","Железобетонные.перекрытия","Смешанные.перекрытия","Деревянные.перекрытия","Иные.перекрытия","Панельные.стены","Блочные.стены","Деревянные.стены","Кирпичные.стены","Монолитные.стены","Смешанные.стены","Школа.1000","ВУЗ.1000","ТЦ.1000","Стоматология.1000","Почта.1000","Поликлиника.1000","Парк.1000","Остановка.1000","Одежда..1000","Супер3кет.1000","Кинотеатр.1000","Кафе.1000","АЗС.1000","Детский.сад.1000","Бар.1000","Банк.1000","Аптека.1000"
"1210",3,0,64.3,4,9,0,3800000,0,0,0,1,1,0,0,1,1,0,1,1984,0,1,0,0,0,1,0,0,0,0,0,8,5,3,21,3,4,3,27,43,11,1,19,2,26,9,19,31
"1211",2,0,46,3,4,0,2400000,0,0,0,1,1,0,1,0,0,0,0,1960,0,1,0,0,0,0,0,0,1,0,0,7,4,3,16,2,3,3,18,38,6,2,15,0,27,9,11,25
"1212",2,0,43,2,4,0,2400000,0,0,0,1,1,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,6,4,3,16,2,3,3,17,38,6,2,15,0,25,9,11,24
"1213",2,0,64,4,5,0,4e+06,0,0,0,1,1,0,0,1,0,0,0,1975,0,1,0,0,0,0,0,0,1,0,0,8,28,5,23,5,7,3,19,76,9,1,43,3,16,33,30,21
"1214",2,0,50.5,6,9,0,3200000,0,0,0,1,0,1,0,1,1,0,1,1983,0,1,0,0,0,0,0,0,1,0,0,8,16,4,21,5,7,3,19,66,9,1,38,4,15,25,29,20
"1215",1,0,32,3,5,0,2050000,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,8,13,3,19,4,5,3,18,60,9,1,32,4,14,17,27,18
"1216",2,0,46.6,2,5,1,2800000,0,0,0,1,1,0,1,0,0,0,0,1960,0,1,0,0,0,0,0,0,1,0,0,7,12,2,19,5,5,2,18,43,9,0,26,4,14,11,22,16
"1217",2,0,64,4,5,0,3970000,0,0,1,0,1,0,1,0,0,0,0,1966,0,1,0,0,0,0,0,0,1,0,0,5,25,8,15,3,7,1,16,31,5,1,55,2,10,28,32,17
"1218",2,0,46,2,5,1,2300000,0,0,0,1,0,0,0,1,0,0,0,1960,0,1,0,0,0,0,0,0,1,0,0,5,9,2,17,3,3,0,13,26,5,0,18,4,15,12,15,13
"1219",1,0,27,8,9,0,1700000,0,0,0,1,1,0,1,0,1,0,1,1989,0,1,0,0,0,0,0,0,1,0,0,2,6,0,2,1,2,0,3,1,1,0,1,0,8,1,0,5
"1220",4,0,80.2,1,10,0,4550000,0,0,0,1,0,0,0,0,1,0,0,2002,0,1,0,0,0,1,0,0,0,0,0,6,2,2,14,3,5,2,12,40,4,1,17,2,6,9,12,12
"1221",1,0,38,8,10,0,2350000,0,0,0,1,0,1,0,1,1,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,1,0,0,0,0,1,0,0,2
"1222",1,1,25.5,5,5,0,1050000,0,0,0,1,0,1,0,1,0,0,0,1977,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,5,1,0,2
"1223",3,0,62,4,5,0,3600000,0,1,0,0,1,1,0,1,0,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,6,1,0,2
"1224",1,1,19,3,5,0,1150000,0,0,0,1,0,0,1,0,0,0,0,1973,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,5,0,0,2
"1225",1,1,18,1,5,0,1050000,0,0,0,1,0,0,0,1,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,3,0,0,2
"1226",2,0,48.3,8,9,1,2900000,0,0,0,1,0,1,0,1,1,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,1,2,0,3,1,0,0,2,0,7,1,0,5
"1227",2,0,48,9,9,0,2800000,0,0,0,1,1,0,0,1,1,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,1,2,0,3,1,0,0,2,0,7,1,0,5
"1228",1,0,38,6,17,0,2450000,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,0,1,0,2,0,0,11,1,3,0,11,3,4,0,7,3,15,3,3,17
"1229",1,0,37,3,17,0,2300000,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,0,1,0,2,0,0,11,1,3,0,11,3,4,0,7,3,15,3,3,17
"1230",3,0,64.3,1,2,0,3150000,0,0,1,0,0,0,0,1,0,0,0,1952,0,0,0,1,0,0,0,0,1,0,0,4,9,2,12,3,3,0,12,12,9,1,13,5,20,8,5,17
"1231",1,0,30.1,1,4,0,1698300,0,0,0,1,0,0,0,0,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,6,42,11,15,6,10,1,19,70,6,1,72,4,11,53,44,24
"1232",2,0,50,3,5,0,3050000,0,0,0,1,1,0,0,1,0,0,0,1977,0,1,0,0,0,1,0,0,0,0,0,5,4,1,13,3,1,0,12,18,8,0,9,3,22,4,14,24
"1233",4,0,77,1,9,0,3900000,0,0,0,1,0,0,0,1,1,0,1,1986,0,1,0,0,0,1,0,0,0,0,0,7,6,2,20,3,3,2,31,33,12,0,15,2,29,7,15,29
"1234",3,0,60,1,5,0,2990000,0,0,0,1,0,0,0,0,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,6,2,2,14,3,5,2,16,19,5,1,11,4,21,8,10,21
"1235",2,0,46,4,5,0,2550000,0,0,0,1,1,0,1,0,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,6,2,2,14,3,5,2,16,19,5,1,11,4,21,8,10,21
"1236",1,0,16.9,1,2,0,750000,0,0,0,1,0,0,0,0,0,0,0,1953,0,0,0,1,0,0,0,0,1,0,0,4,5,5,15,4,3,3,17,55,3,1,17,3,15,9,11,15
"1237",2,0,48,1,2,0,2e+06,0,0,0,1,0,0,0,1,0,0,0,1954,0,0,0,1,0,0,0,0,1,0,0,4,5,5,15,4,2,3,16,55,3,1,18,3,14,8,13,15
"1238",3,0,75,1,10,0,3900000,0,0,0,1,1,0,0,1,0,0,0,2006,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,3,1,2,0,0,1,8,0,0,4
"1239",1,0,41,4,9,0,2300000,0,0,0,1,1,0,0,0,0,1,0,2006,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,3,1,2,0,0,1,8,0,0,4
"1240",2,0,62.1,8,17,1,4e+06,0,0,0,1,1,0,0,1,1,1,1,2014,0,1,0,0,0,1,0,0,0,0,0,4,4,4,16,4,2,3,26,48,9,1,18,2,15,7,15,23
"1241",1,0,36,7,9,0,1850000,0,0,0,1,0,1,1,0,1,0,1,1977,0,1,0,0,0,1,0,0,0,0,0,8,5,3,8,2,4,0,11,6,3,0,10,4,18,3,13,26
"1242",2,0,44,3,5,0,2300000,0,0,0,1,1,0,1,0,0,0,0,1948,0,1,0,0,0,1,0,0,0,0,0,8,3,3,8,2,4,1,11,6,3,0,9,4,19,3,11,26
"1243",2,0,48,3,5,0,2350000,0,0,0,1,1,0,1,0,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,7,6,2,4,3,3,1,10,6,2,0,7,5,16,3,8,18
"1244",2,0,48,3,5,0,2380000,0,0,1,0,1,0,0,1,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,7,6,2,4,3,3,1,10,6,2,0,7,5,17,3,9,19
"1245",3,0,79.1,4,4,0,4500000,0,0,1,0,1,1,1,0,0,0,0,1958,0,0,0,1,0,0,0,0,1,0,0,7,4,1,6,2,1,1,8,1,1,0,6,4,13,2,2,11
"1246",3,0,61,2,4,0,3300000,0,1,0,0,0,0,1,0,0,0,0,1958,0,0,0,1,0,0,0,0,1,0,0,7,4,1,6,2,1,1,8,1,1,0,6,4,13,2,2,11
"1247",2,0,56,2,6,0,2400000,0,0,0,1,0,0,0,1,0,0,0,1957,0,1,0,0,0,0,0,0,1,0,0,4,2,1,5,3,2,1,8,1,1,0,4,4,11,1,3,8
"1248",2,0,47,5,5,1,2400000,0,0,0,1,0,0,1,0,0,0,0,1966,0,0,1,0,0,0,0,0,1,0,0,9,4,2,10,3,4,0,10,7,7,0,10,4,19,4,15,32
"1249",2,0,47,5,5,0,2350000,0,0,0,1,0,0,1,0,0,0,0,1966,0,0,1,0,0,0,0,0,1,0,0,9,4,2,10,3,4,0,10,7,7,0,10,4,19,4,15,32
"1250",3,0,58,4,5,0,3100000,0,1,0,0,0,0,1,0,0,0,0,1966,0,0,1,0,0,0,0,0,1,0,0,9,4,2,10,3,4,0,10,7,7,0,10,4,19,4,15,32
"1251",1,0,34,5,5,1,1550000,0,0,0,1,0,0,1,0,0,0,0,1960,0,0,0,1,0,0,0,0,1,0,0,9,8,2,10,3,4,0,11,8,7,0,10,5,19,4,14,33
"1252",3,0,90,4,4,0,5e+06,0,0,0,1,1,0,1,0,0,0,0,1954,0,0,0,1,0,0,0,0,1,0,0,4,1,1,5,3,3,1,8,2,1,0,4,3,10,1,3,8
"1253",3,0,86,4,4,1,5e+06,0,0,1,0,1,0,0,1,0,0,0,1954,0,0,0,1,0,0,0,0,1,0,0,4,1,1,5,3,3,1,8,2,1,0,4,3,10,1,3,8
"1254",2,0,50.2,1,4,1,2200000,0,0,0,1,0,0,0,1,0,0,0,1952,0,0,0,1,0,0,0,0,1,0,0,3,1,1,5,2,3,1,7,1,4,0,4,3,9,1,2,11
"1255",2,0,45.2,3,5,0,2750000,0,0,1,0,0,1,1,0,0,0,0,1961,0,1,0,0,0,1,0,0,0,0,0,9,7,2,10,4,4,0,11,8,7,0,10,5,19,4,15,32
"1256",2,0,45.6,3,5,0,2350000,0,0,0,1,0,0,1,0,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,9,4,2,10,4,4,0,11,7,7,0,10,5,20,4,16,32
"1257",2,0,45.6,3,5,0,2350000,0,0,0,1,1,0,1,0,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,9,4,2,10,4,4,0,11,7,7,0,10,5,20,4,16,32
"1258",1,0,31,4,5,0,1750000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,0,4,1,3,0,3,3,9,1,2,5
"1259",2,0,44.1,5,5,0,2350000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,4,4,5,14,3,2,2,14,46,6,1,21,3,12,3,13,19
"1260",2,0,43,1,5,0,2200000,0,0,0,1,0,0,1,0,0,0,0,1993,0,1,0,0,0,1,0,0,0,0,0,4,4,5,14,2,2,2,14,46,6,1,18,3,15,3,10,18
"1261",2,0,80,7,10,0,5100000,0,0,0,1,1,1,0,1,0,0,1,2005,0,1,0,0,0,0,0,0,1,0,0,3,6,7,30,2,2,4,26,32,7,0,35,6,19,19,33,28
"1262",1,0,56,10,12,0,3500000,0,0,0,1,0,1,0,1,1,0,1,2007,0,1,0,0,0,0,0,0,1,0,0,3,6,5,28,2,4,1,23,30,5,0,30,7,15,16,18,24
"1263",1,0,34,2,10,0,2e+06,0,0,0,1,0,0,0,0,1,0,1,2002,0,1,0,0,0,1,0,0,0,0,0,4,7,5,28,2,3,1,25,31,5,0,29,7,16,16,21,23
"1264",1,0,41,1,10,0,2150000,0,0,0,1,0,0,0,0,1,0,1,2004,0,1,0,0,0,1,0,0,0,0,0,4,7,5,30,2,3,2,24,35,7,0,35,7,19,18,28,26
"1265",1,0,41,10,10,0,2550000,0,0,0,1,1,0,0,1,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,1,0,3,15,2,5,1,14,7,5,0,10,4,21,8,3,20
"1266",1,0,46,14,17,0,2900000,0,0,0,1,1,0,1,0,1,1,1,2012,0,1,0,0,0,0,0,0,1,0,0,1,0,3,14,2,5,1,15,6,3,0,9,3,21,6,3,19
"1267",2,0,45.5,3,5,0,2350000,0,0,0,1,1,0,0,1,0,0,0,1982,0,1,0,0,0,0,0,0,1,0,0,7,4,4,17,3,3,3,27,58,10,1,24,2,20,8,17,21
"1268",1,0,31,4,5,0,1900000,0,0,0,1,0,0,0,0,0,0,0,1963,0,1,0,0,0,0,0,0,1,0,0,5,4,4,13,3,2,3,15,48,1,2,18,3,15,8,8,16
"1269",3,0,64,3,10,0,4150000,0,0,0,1,0,1,0,1,1,0,1,1990,0,1,0,0,0,0,0,0,1,0,0,5,10,2,20,3,3,0,16,39,8,0,22,4,15,13,16,13
"1270",2,0,63,5,5,0,3950000,0,0,0,1,1,0,1,0,0,0,0,1968,0,1,0,0,0,0,0,0,1,0,0,4,27,10,15,3,7,0,14,36,5,1,63,1,9,33,35,18
"1271",1,0,61.5,5,22,1,3800000,0,0,0,1,0,1,1,0,2,0,1,2016,0,1,0,0,0,0,0,0,0,1,0,2,4,4,9,2,6,2,14,46,6,1,19,7,7,8,20,11
"1272",1,0,46,21,22,0,2950000,0,0,0,1,1,0,1,0,0,0,0,2014,0,1,0,0,0,0,0,0,0,1,0,2,4,4,9,2,4,2,14,46,5,1,19,7,7,7,20,12
"1273",3,0,111,20,22,1,6600000,0,0,1,0,1,1,0,1,2,2,1,2014,0,1,0,0,0,0,0,0,0,1,0,2,4,4,9,2,4,2,14,46,5,1,19,7,7,7,20,12
"1274",3,0,66.9,5,9,0,3630000,0,0,0,1,2,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,4,0,2,4,2,2,0,9,34,5,1,11,5,3,5,8,8
"1275",2,0,86,6,10,0,5500000,0,0,0,1,0,1,1,0,1,0,1,2010,0,1,0,0,0,0,0,0,1,0,0,2,5,4,10,1,6,0,19,22,4,0,18,6,10,9,22,16
"1276",3,0,60,2,9,0,3600000,0,0,0,1,1,0,0,1,1,0,1,1993,0,1,0,0,0,0,0,0,1,0,0,6,2,1,10,2,5,1,16,18,4,1,7,3,20,7,7,18
"1277",1,0,32.4,5,5,0,1780000,0,0,0,1,1,0,1,0,0,0,0,1976,0,1,0,0,0,0,0,0,1,0,0,6,2,1,12,2,5,2,15,20,3,1,9,5,22,8,7,16
"1278",1,0,47.1,6,16,0,2750000,0,0,0,1,1,0,0,1,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,4,9,2,0,5,1,5,1,0,4
"1279",3,0,62.1,3,5,1,3200000,0,0,0,1,0,1,0,1,0,0,0,1981,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,0,6,1,1,0,0,3,8,0,0,4
"1280",1,0,42,1,10,0,2e+06,0,0,0,1,0,0,0,1,1,0,1,2005,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,4,1,1,0,0,2,8,0,0,4
"1281",3,0,63,3,5,1,2900000,0,0,0,1,1,1,1,0,0,0,0,1987,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,5,1,1,0,2,2,7,0,0,4
"1282",2,0,52,4,10,0,3100000,0,0,1,0,1,0,0,1,1,0,1,2006,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,4,1,1,0,0,2,7,0,0,4
"1283",4,0,60,5,5,1,3100000,0,0,0,1,1,0,1,0,0,0,0,1973,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,6,1,2,0,1,4,8,0,0,4
"1284",3,0,68,5,5,0,3e+06,0,0,1,0,1,0,1,0,0,0,0,1973,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,6,1,2,0,1,4,8,0,0,4
"1285",3,0,64,1,9,0,3700000,0,0,0,1,0,0,0,1,1,0,1,1976,0,1,0,0,0,1,0,0,0,0,0,4,27,5,20,6,5,2,17,64,9,1,46,5,15,33,27,20
"1286",3,0,65,7,9,0,3849000,0,0,0,1,1,0,0,1,1,0,1,1984,0,1,0,0,0,1,0,0,0,0,0,5,14,5,20,4,5,1,19,57,10,0,30,4,13,20,26,23
"1287",3,0,73.7,2,4,0,3880000,0,0,0,1,1,0,0,1,0,0,0,1935,0,1,0,0,0,0,0,0,1,0,0,7,6,3,18,6,5,3,15,59,8,1,30,4,12,18,25,16
"1288",4,0,82,8,17,1,4150000,0,0,0,1,1,0,0,1,1,1,1,1988,0,1,0,0,0,1,0,0,0,0,0,5,11,4,20,4,4,2,16,55,11,0,27,4,13,16,25,18
"1289",2,0,75,1,17,0,3790000,0,0,0,1,0,1,0,1,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,1,1,0,4,1,2,0,3,0,12,3,0,10
"1290",1,0,50.5,14,16,0,2850000,0,0,0,1,0,1,1,0,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,1,1,0,4,1,2,0,3,0,12,3,0,10
"1291",2,0,53,1,10,0,3e+06,0,0,0,1,0,0,0,1,4,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,0,6,0,3,1,1,0,7,1,2,0,4,0,12,2,0,10
"1292",1,0,41,13,16,0,2150000,0,0,0,1,1,0,0,1,0,0,1,2014,0,1,0,0,0,1,0,0,0,0,0,2,3,0,5,1,1,0,7,1,2,0,4,0,13,3,0,12
"1293",3,0,60,2,5,0,3100000,0,0,0,1,1,1,1,0,0,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,6,0,0,5,3,4,0,7,2,7,0,6,1,14,3,9,8
"1294",3,0,60,5,5,0,3e+06,0,0,0,1,1,1,0,1,0,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,5,0,0,5,3,2,0,7,0,5,0,6,1,11,3,7,7
"1295",3,0,64,5,5,0,3050000,0,0,0,1,0,0,0,0,0,0,0,1988,0,1,0,0,0,0,0,0,1,0,0,7,0,0,7,3,3,0,7,0,6,0,5,1,15,3,7,8
"1296",2,0,45,2,9,0,2500000,0,0,0,1,1,0,0,0,1,0,1,1991,0,1,0,0,0,0,0,0,1,0,0,6,0,0,7,3,2,0,7,0,5,0,5,1,12,2,6,8
"1297",4,0,83,8,10,0,3800000,0,0,1,0,1,0,0,1,1,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,5,0,0,6,3,2,0,6,0,5,0,5,1,9,2,6,7
"1298",2,0,120,10,11,0,7400000,0,0,1,0,0,2,2,0,1,0,1,2006,0,1,0,0,0,0,0,0,1,0,0,5,0,0,4,2,2,0,5,0,4,0,5,1,9,2,5,6
"1299",4,0,91.6,9,9,0,3500000,0,0,0,1,1,0,0,1,1,0,1,1989,0,1,0,0,0,1,0,0,0,0,0,5,0,0,4,2,2,0,8,2,6,0,6,1,10,3,8,8
"1300",1,0,30.9,8,9,1,1870000,0,0,0,1,1,0,0,1,1,0,1,1984,0,1,0,0,0,1,0,0,0,0,0,7,0,0,5,3,6,0,8,2,7,0,7,1,17,3,9,9
"1301",2,0,49.1,2,5,0,2700000,0,0,0,1,0,1,1,0,0,0,0,1978,0,1,0,0,0,0,0,0,1,0,0,7,0,0,6,3,6,0,8,2,8,0,6,1,19,5,8,11
"1302",3,0,132,3,9,0,6800000,0,0,0,1,0,2,0,2,1,0,1,2013,0,1,0,0,0,0,0,0,1,0,0,2,5,3,4,2,0,1,9,27,1,1,12,1,7,2,7,8
"1303",1,0,32,1,2,0,1600000,0,0,0,1,0,0,1,0,0,0,0,1959,0,0,0,1,0,0,0,0,1,0,0,2,3,1,3,2,1,0,11,14,0,0,7,6,9,4,2,3
"1304",2,0,41,5,5,0,2650000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,0,0,0,1,0,0,5,30,10,16,4,7,0,19,47,6,2,70,3,11,41,39,19
"1305",4,0,60.5,1,5,0,2800000,0,0,0,1,0,0,0,0,0,0,0,1972,0,1,0,0,0,1,0,0,0,0,0,8,7,3,17,3,1,1,20,24,10,1,18,0,25,10,16,29
"1306",1,0,41,2,3,0,2600000,0,0,0,1,0,0,0,1,0,0,0,1948,0,1,0,0,0,0,0,0,1,0,0,3,41,11,14,5,8,3,19,70,5,2,69,1,9,55,40,19
"1307",2,0,44.7,3,5,0,2600000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,0,0,0,1,0,0,4,43,10,17,5,8,3,20,79,6,2,66,1,9,50,37,18
"1308",1,0,32,5,5,0,1670000,0,0,0,1,0,0,0,1,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,6,9,1,11,3,4,1,7,8,5,0,10,3,16,8,12,22
"1309",3,0,83.3,11,14,0,5e+06,0,0,0,1,0,3,0,1,1,0,1,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,3,15,3,5,1,17,8,5,0,9,2,21,6,3,21
"1310",3,0,70,8,14,0,4290000,0,0,0,1,0,1,0,1,1,1,1,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,3,15,3,5,1,17,8,5,0,9,2,21,6,3,21
"1311",2,0,53,1,10,1,2900000,0,0,0,1,0,0,0,1,1,0,1,2009,0,1,0,0,0,1,0,0,0,0,0,1,0,3,15,2,5,1,17,7,5,0,9,2,22,6,4,20
"1312",3,0,75,2,10,0,4100000,0,0,0,1,1,0,0,1,1,0,1,2009,0,1,0,0,0,1,0,0,0,0,0,1,0,3,15,2,5,1,17,7,5,0,9,2,22,6,4,20
"1313",2,0,54,3,10,0,3400000,0,0,0,1,1,0,0,1,1,0,1,2009,0,1,0,0,0,1,0,0,0,0,0,1,0,3,15,2,5,1,17,7,5,0,9,2,22,6,4,20
"1314",2,0,56,3,15,0,3600000,0,0,0,1,1,0,2,1,1,1,0,2017,0,1,0,0,0,1,0,0,0,0,0,1,0,3,16,2,4,0,12,10,6,0,9,2,22,6,4,22
"1315",2,0,53.3,1,10,0,3200000,0,0,0,1,0,0,0,1,1,0,1,2012,0,1,0,0,0,1,0,0,0,0,0,2,0,3,15,3,4,1,15,8,5,0,9,1,21,6,4,21
"1316",2,0,54,1,14,0,3150000,0,0,0,1,0,0,0,1,1,0,1,2010,0,1,0,0,0,1,0,0,0,0,0,1,0,3,14,3,5,1,17,7,3,0,9,2,21,6,3,20
"1317",1,0,29,3,5,0,1800000,0,0,0,1,0,0,0,0,0,0,0,1977,0,1,0,0,0,0,0,0,1,0,0,2,1,1,5,1,1,0,9,15,0,0,4,6,8,3,1,3
"1318",1,0,33,1,5,0,1750000,0,0,0,1,0,0,1,0,0,0,0,1977,0,1,0,0,0,0,0,0,1,0,0,2,1,1,5,1,1,0,9,15,0,0,4,6,8,3,1,3
"1319",2,0,60,18,25,0,3500000,0,0,0,1,0,1,0,1,1,0,1,2013,0,1,0,0,0,0,0,0,0,1,0,2,1,7,25,1,3,1,18,36,6,0,21,6,19,11,10,24
"1320",2,0,65,5,25,0,4200000,0,0,1,0,2,0,0,1,1,0,1,2010,0,1,0,0,0,0,0,0,1,0,0,2,1,7,23,1,2,1,14,27,5,0,22,6,18,11,9,23
"1321",3,0,85,4,25,1,5450000,0,1,0,0,1,1,1,1,1,0,1,2010,0,1,0,0,0,0,0,0,1,0,0,2,1,7,23,1,2,1,14,27,5,0,22,6,18,11,9,23
"1322",4,0,60,5,5,0,3e+06,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,2,0,2,7,4,1,0,4,1,8,1,4,12
"1323",4,0,55,1,5,0,2550000,0,0,0,1,0,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,2,0,2,7,4,1,0,4,1,8,1,4,12
"1324",4,0,61,1,5,0,3080000,0,0,0,1,0,0,0,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,8,4,1,0,4,3,8,2,3,11
"1325",2,0,45.1,5,5,0,2050000,0,0,0,1,1,0,0,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,8,4,1,0,4,3,8,2,3,11
"1326",2,0,68,2,15,0,3060000,0,0,0,1,1,0,0,1,1,0,1,2017,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,8,4,1,0,5,3,8,2,3,11
"1327",2,0,54,6,15,1,2800000,0,0,0,1,2,0,0,1,1,1,1,2017,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,8,4,1,0,5,3,8,2,3,11
"1328",1,0,38.8,4,17,0,2050000,0,0,0,1,1,0,0,1,1,1,0,2017,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,8,4,1,0,5,3,8,2,3,11
"1329",1,0,38.08,6,17,0,2e+06,0,0,0,1,1,0,0,1,1,0,1,2017,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,8,4,1,0,5,3,8,2,3,11
"1330",1,0,31,5,5,0,1650000,0,0,0,1,1,0,1,0,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,7,4,1,0,3,3,7,2,3,11
"1331",1,0,33,5,5,0,1600000,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,3,4,1,0,2,7,4,1,0,3,3,7,2,3,11
"1332",4,0,61,1,5,0,3e+06,0,0,0,1,0,0,0,1,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,2,0,3,4,1,0,2,8,4,2,0,4,4,10,2,3,10
"1333",3,0,64,3,5,0,3e+06,0,0,0,1,1,0,0,0,0,0,1,1975,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,1,0,2,6,0,3,0,4,3,7,2,2,6
"1334",4,0,82,4,10,0,3150000,0,0,0,1,1,0,0,1,1,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,2,6,0,3,0,2,2,7,1,2,5
"1335",4,0,83,10,10,0,3e+06,0,0,0,1,1,0,0,1,1,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,2,6,0,3,0,2,2,7,1,2,5
"1336",4,0,77,8,9,0,3900000,0,0,0,1,2,0,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,1,0,2,6,4,1,0,3,1,7,1,3,11
"1337",4,0,74.1,6,9,0,3700000,0,0,0,1,3,0,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,1,0,2,6,4,1,0,3,1,7,1,3,11
"1338",2,0,51,1,9,0,2350000,0,0,0,1,0,1,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,1,0,2,6,4,1,0,3,1,7,1,3,11
"1339",2,0,50.4,1,9,0,2400000,0,0,0,1,0,1,0,1,1,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,3,1,1,2,6,4,1,0,3,1,7,1,3,11
"1340",2,0,53,1,9,0,2300000,0,0,0,1,0,0,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,3,1,1,2,6,4,1,0,3,1,7,1,3,11
"1341",2,0,54,5,9,0,2600000,0,1,0,0,0,1,0,1,1,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,3,1,1,2,6,4,1,0,3,1,7,1,3,11
"1342",2,0,46,1,5,1,2400000,0,0,0,1,0,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,5,1,2,6,3,3,1,9,2,5,0,7,3,11,2,5,14
